certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
;France;Aminata, Djibril Djeneba Hassan, Kadiatou, Madou - They are Bambara, Peule, Tamasheq, Songhai, Malinke, Arabic - They are Malians, of all ages and gender, currently living in Bamako and trying to survive in a country in crisis.;Stanislas Duhau, Julien Fiorentino;Documentary;false;;;;55;;Bamako année 0 (2014);https://www.imdb.com/title/tt4235628/;2014
;France;Two people have a chance encounter in a convenience store.;Kar-Wai Wong;Short, Comedy;false;;;;;Maggie Cheung, Tony Chiu-Wai Leung;In the Mood for Love 2001 (2001);https://www.imdb.com/title/tt20833922/;2001
;France;Since 2011, in France, one person self-immolates in public every two weeks. Despite the relative indifference the self-immolations have been met with, Burn Out recounts these acts of extreme protest and challenges the official sto...;Samuel Bollendorff, Olivia Colo;Documentary, Short;false;Le grand incendie;;;38;;Burn Out (2013);https://www.imdb.com/title/tt3798662/;2013
;France;"Antoine can travel back in time. He takes advantage of his power to meet some girls, but has never found the &quot;one&quot;. Until this morning...";Johann Dulat;Short, Drama;false;;;;25;Pierre-Antoine Billon, Pauline Cassan;Breathless (2013);https://www.imdb.com/title/tt3572324/;2013
;France;A desk lamp and a radio cassette player play with a ball.;Quentin Lebegue;Animation, Short, Comedy;false;;;;1;;Playtime (2011);https://www.imdb.com/title/tt11167714/;2011
;France;"France, 1937-1947. In ten years, Pierre Loutrel will become Pierrot Le Fou, the forties&apos; public enemy number one. A cop, Henri Cordeau, will do anything so stop him. For these two men and their companions, the war isn&apos;t over.";Jean-Marc Vincent;History;false;;;;130;;Pierrot le fou;https://www.imdb.com/title/tt2313490/;
;France;The main character is a lonely modern man addicted to sex. He can not understand women and is obsessed with finding the ideal. He admires mathematics and thinks that mathematics is the only way to reach his ideals like Plato. One ...;Massar;Comedy;false;;;;81;Ewunia, Xavier-Adrien Laurent;Balthazar and I (2021);https://www.imdb.com/title/tt14732190/;2021
;France;"Following a slight accident, a stranger appears in a Provençal village and knocks at the door of the Philippes&apos;villa, asking them for help. Albert Philippe is suspicious but his wife shows some interest in the man. After leaving t...";Pierre Colombier;Comedy;false;;;;90;Jules Berry, Danièle Parola, André Alerme;Balthazar (1937);https://www.imdb.com/title/tt0175465/;1937
;France;"The Count De Rochambeau wants to marry Mireille but she likes Etienne. The sister of Etienne, nicknamed &quot;the girl with buttons&quot; schemed with a friend to pose as a Russian princess to seduce the count and allow the marriage of his ...";Georges Lautner;Comedy;false;;;;98;Jack Ary, Armand Bernard, Barbara Brand;La môme aux boutons (1958);https://www.imdb.com/title/tt0051969/;1958
;France;As his fate was decided, Patrice Lumumba decided to write a letter to his wife, as a token of the promise he had made to himself about his country and his people.;Patrick Kabeya;Documentary;false;;;;70;;From Patrice to Lumumba (2019);https://www.imdb.com/title/tt14193382/;2019
;France;The ancient holy and rich islamic city, Chinguetti, has been threatened by the Sahara for millenniums. It is in danger of becoming a ghost town, buried beneath the sand which has already begun to cover the old town... Maybe it is ...;Arnault Labaronne;Documentary;false;;;;90;;The Books Under the Sand (1997);https://www.imdb.com/title/tt0476155/;1997
;France;"In collaboration with AIDES, an association fighting against HIV, &quot;Grand Amour&quot; brings together over 30 artists to explore the freedom to love beyond stereotypes.";Clement Guinamard, Nicolas Mongin;Musical;false;;;;61;Stéphane Bern, Nicolas Maury, Anaïde Rozam;Grand Amour (2020);https://www.imdb.com/title/tt16100210/;2020
;France;Follows Blanche Renard who meets Greg Lamoureux and believes he is the one, but soon she finds herself caught up in a toxic relationship with a possessive and dangerous man.;Valérie Donzelli;Drama;false;;;;;Virginie Efira, Virginie Ledoyen, Melvil Poupaud;L'amour et les forêts (2023);https://www.imdb.com/title/tt23049206/;2023
;France;A dramatic thriller that explores themes of class, entitlement, and the divide between the haves and have nots in modern America.;Peter Callahan;Short, Thriller;false;;;;28;;Priceless (2016);https://www.imdb.com/title/tt6011268/;2016
;France;A wealthy man and his family find their lives intertwined with a garbage man with a chip on his shoulder in this dramatic thriller that explores themes of class, entitlement, and the divide between the haves and have-nots in moder...;Peter Callahan;Short, Drama, Thriller;false;;;;28;Colin Key, P.J. Sosko, Tara Westwood;Priceless (2016);https://www.imdb.com/title/tt5773642/;2016
;France;"Mr. Melville risks an adventure he won&apos;t regret, even if he loose what he&apos;ll find.";Thomas Coispel;Short, Comedy, Drama;false;à découvert;;;7;Jean-Pierre Cliquet, Harold Bultez, Hermine Dagan;A priceless walk for a broken man (2018);https://www.imdb.com/title/tt8452046/;2018
;France;An artistic and experimental documentary Film about the life and work of Milanka Udovicki. Actress, fashion designer, mother. Described by Karl Lagerfeld as one of the beauties of the 20th century.;Dimitri Udovicki;Documentary;false;;;;;Milanka Udovicki;MILANKA - The Woman Who Knows;https://www.imdb.com/title/tt22036942/;
;Germany;The generous invitation to Bavaria by famous King Ludwig II historian PROFESSOR BUEKREL starts out as a great opportunity for MALINA, writing her thesis on the Bavarian King. While touring the famous Bavarian castles Neuschwanstei...;Philipp Dettmer;Adventure, Mystery, Thriller;false;;;;74;Felix Hellmann, Walter Hess, Matthias Kupfer;Mystery Cache (2011);https://www.imdb.com/title/tt2076279/;2011
;Germany;Gary comes home and confronts his girlfriend about the rumor he just picked up.;Theodor Bittner Rosser;Short, Thriller;false;;;;9;Christoph Hofmann, Lena Ernst;I'm in the Mood for Love (2021);https://www.imdb.com/title/tt15432618/;2021
;Germany;"The fourth and last episode in Stine Omar&apos;s &amp; Max Boss&apos; serial drama Sadness is an Evil Gas Inside of Me. Starring Stine Omar, Max Boss, Lars Eidinger, T. Word";Max Boss, Stine Omar;Short, Drama;false;;;;18;Lars Eidinger, Vaginal Davis, Anika;Sadness is an Evil Gas Inside of Me: The Age of Corn (2015);https://www.imdb.com/title/tt5338794/;2015
;Germany;The movie describes the trip of to men from Bitterfeld to their African friends in Kenya, where they are faced with the aftereffects of the civil-war-like clashes, following the presidential election in 2007, and have to ask thems...;Knud Vetten;Documentary, Sport;false;;;;82;Peter Junge, Isaak Kiplagat Sang, Paul Muigai Thuo;Sportsfreunde - We Can Start Another Round (2013);https://www.imdb.com/title/tt2899548/;2013
;Germany;"The Black Book of L. is a dark tale inspired by an imaginary black book that holds all the tragic events of the protagonist&apos;s life. A woman descends into the darkest, most harrowing moments of her past viewing them through the pri...";Ilaria Di Carlo;Short;false;;;;18;Mia Read, Ilaria Di Carlo, Jutta Wieser;The Black Book of L (2017);https://www.imdb.com/title/tt6347552/;2017
;Germany;Thore is knocked off the track by stating that his grandfather was possibly involved in war crimes in the Russian campaign. His friend Kai tries to bring him back to normality but Thore discovers the Nazi within himself.;Holger Heiland;Short, Drama;false;;;;9;Thore Grimm, Kai Albrecht, Eva Ferox;Vergiss Amélie (2012);https://www.imdb.com/title/tt2499116/;2012
;Germany;An obsessive pickpocket gets to know a girl who pretends to have lost her memory.;An Laphan;Short, Crime, Drama;false;;;;29;Sarah Finkel, Raphael Nicholas, David Tobias Schneider;Pickpocket (2012);https://www.imdb.com/title/tt2265501/;2012
;Germany;"In a world where everyone&apos;s wearing a smile like a uniform, a young woman faces the terror of having lost hers.";Dennis Kuhnel;Short, Comedy;false;;;;2;Josephine Ehlert, Wolfgang Cerny;Priceless Smile (2012);https://www.imdb.com/title/tt2967964/;2012
;Germany, Turkey;How far a luggage can carry the things left behind and disappointment ?;Erhun Altun;Short, Drama;false;;;;9;Necmettin Duru, Kadir Teker;The Two of Us (2017);https://www.imdb.com/title/tt7393902/;2017
;Greece;Alma knows it. If her mother persists in not taking the new treatment offered to her, she will die. She therefore has only one idea in mind: to make her change her mind as they both drive towards the south of France. Once last mot...;Clara Lemaire Anspach;Short, Drama;false;;;;20;Mara Taquin, Julie-Anne Roth, Cyril Gueï;Toutes les deux (2022);https://www.imdb.com/title/tt23779674/;2022
;Greece;"In his attempt to commit suicide, Pavlos, an 18 year old teenager, gets trapped in an elevator with three other people. These people will change his life in a way he doesn&apos;t expect.";Steven Gekas;Short, Drama;false;;;;10;Errikos Miliaris, Ousik Chanikian, Giorgos Giannopoulos;Point Blank (2015);https://www.imdb.com/title/tt4886950/;2015
;Hong Kong;"3 strangers in a restaurant are taking contradictory versions of a same legend about Quan saving his wife from the evil Lucifer in hong kong. The film pays tribute to Akira Kurosawa&apos;s Rashomon.";Delmar Leung;Short;false;;;;12;Delmar Leung;A Tale of Summer (2015);https://www.imdb.com/title/tt5909452/;2015
;India;"Exploring three modern situations. Titles &amp; log lines of each episodes are as follows : Tanya never answers the phone : When cell phone rings confusion &amp; chaos. Home sweet home : When a new house is not where you really want to be...";Sushant Dev;Short, Horror;false;;;;38;;Extreme Existential Disorder in Three Parts (2010);https://www.imdb.com/title/tt1630557/;2010
;India;An old artist leads a lonesome life in the hills along with her only companion in the form of a dog. Every day, at a fix hour, she goes out for a walk with the dog.;Ashish K. Jha;Short, Drama;false;;;;20;;The Road Home (2022);https://www.imdb.com/title/tt20449184/;2022
;India;Characters explore themselves through the dilemma of sex and ethics.;Ruturaj Dhalgade;Drama;false;;;;86;Ganesh Kumar, Sushant Kandya;The Guilty Misfits (2017);https://www.imdb.com/title/tt6728472/;2017
;India;The film gives the audience a rare chance to explore the lives of the Negrito hunting-gathering tribe of this island now threatened with extinction. It is only the third film made on the tribe, and probably the only one ever broad...;Shona Charlton;Documentary, Short;false;;;;24;;The Vanishing People of Little Andaman (1998);https://www.imdb.com/title/tt0467117/;1998
;India;The Untold Story of the Missing Malaysian Plane is an upcoming English language feature film inspired by the events surrounding the disappearance of Malaysia Airlines Flight MH370.;Rupesh Paul;;false;;;;2;Sayani Gupta;The Vanishing Act;https://www.imdb.com/title/tt3781948/;
;India;"A silent short educative film on what it is to experience and live with anxiety and its types, such as panic attacks, agoraphobia and OCD from the patient&apos;s perspective. Created by mental health professionals, this is suitable for...";Deepak G Pawar;Short;false;;;;6;Aadya D Pawar;Breathless: A silent short film on Anxiety (2022);https://www.imdb.com/title/tt21296424/;2022
;India;"An accomplished doctor discovers he doesn&apos;t have much time left to live, he has been suffering from prolonged lung cancer disease. He realizes he will die unfulfilled if he doesn&apos;t unmask and offload the weight he carries on his c...";Neha Lohia;Short, Drama;false;;;;;Varun Pande, Preksha Mallu, Dimpy;Masked and Breathless;https://www.imdb.com/title/tt21919692/;
India:UA;India;As per a recent report, since 2009 - more than 17 thousand girls from Kerala and more 15 thousand girls from Mangalore from Hindu and Christian communities has been converted to Islam and most of them ended up landing in Syria, Af...;Sudipto Sen;Documentary, Crime, News;false;;;;52;;In the Name of Love! (2022);https://www.imdb.com/title/tt8286934/;2022
;India;The story starts off with Amulya (Ammu) waking up for receiving her grandmother. Her parents left her and Her brother Anvesh (Anni) grandma comes home and stays with them for some days. Grandma gives some seeds and asks Ammu fathe...;Akkineni Kutumba Rao;Drama;false;;;;;;Amulyam (Priceless) (1978);https://www.imdb.com/title/tt3766380/;1978
;India;The love story of South Indian superstar Nayanthara, who recently got married in a fairytale wedding to filmmaker Vignesh Shivan.;;Documentary;false;;;;;Nayanthara, Vignesh Shivan;Nayanthara: Beyond the Fairy Tale;https://www.imdb.com/title/tt22297698/;
